,movieId,count,avg_rating,director,genre,year,LeadActor,language
58,58.0,11549.0,3.9783963979565335,Michael Radford,Biography,1994,Philippe Noiret,Italian
59,59.0,191.0,3.56020942408377,Robert Lepage,Drama,1995,Lothaire Bluteau,French
60,60.0,6313.0,3.114446380484714,Frank Oz,Drama,1995,Hal Scardino,English
61,61.0,2281.0,3.3231039017974573,John Schlesinger,Crime,1996,Sally Field,English
62,62.0,19381.0,3.7318249832309993,Stephen Herek,Drama,1995,Richard Dreyfuss,English
63,63.0,2334.0,3.06662382176521,Paris Barclay,Comedy,1996,Shawn Wayans,English
64,64.0,2086.0,2.829817833173538,Bill Bennett,Comedy,1996,Denis Leary,English
65,65.0,4864.0,2.3942228618421053,Jason Bloom,Comedy,1996,William Atherton,English
66,66.0,2371.0,2.144242935470266,Farhad Mann,Action,1996,Patrick Bergin,English
67,67.0,170.0,3.35,James Foley,Drama,1995,Jerry Barone,English
68,68.0,1238.0,3.4369951534733443,Josiane Balasko,Comedy,1995,Victoria Abril,French
69,69.0,4288.0,3.560634328358209,F. Gary Gray,Comedy,1995,Ice Cube,English
70,70.0,12712.0,3.2774543738200124,Robert Rodriguez,Action,1996,George Clooney,English
71,71.0,1295.0,2.3552123552123554,Andrew Sipes,Action,1995,William Baldwin,English
72,72.0,1230.0,3.502439024390244,Noah Baumbach,Comedy,1995,Josh Hamilton,English
73,73.0,2955.0,3.8067681895093055,Claude Lelouch,Drama,1995,Jean-Paul Belmondo,French
74,74.0,3514.0,3.3022196926579395,Michael Goldenberg,Drama,1996,Christian Slater,English
75,75.0,558.0,2.462365591397849,Steve Miner,Comedy,1996,Rick Moranis,English
76,76.0,3380.0,3.009023668639053,Christian Duguay,Horror,1995,Peter Weller,English
77,77.0,221.0,3.429864253393665,Susanne Ofteringer,Documentary,1995,Nico,English
78,78.0,1226.0,3.1806688417618267,Sean Penn,Drama,1995,Jack Nicholson,English
79,79.0,5535.0,3.1285456187895213,Brian Gibson,Crime,1996,Demi Moore,English
80,80.0,575.0,3.724347826086957,Jafar Panahi,Drama,1995,Aida Mohammadkhani,Persian
81,81.0,3209.0,3.2673730133998133,Gary Fleder,Crime,1995,Andy Garcia,English
82,82.0,2538.0,4.004925137903862,Marleen Gorris,Comedy,1995,Willeke van Ammelrooy,Dutch
83,83.0,594.0,3.6531986531986536,Tim Reid,Drama,1995,Al Freeman Jr.,English
84,84.0,158.0,3.4177215189873418,Henry Jaglom,Comedy,1995,Victoria Foyt,English
85,85.0,2714.0,3.5311348563006635,Philip Haas,Drama,1995,Mark Rylance,English
86,86.0,4308.0,3.483402971216342,Ridley Scott,Adventure,1996,Jeff Bridges,English
87,87.0,976.0,2.3596311475409837,Ken Kwapis,Comedy,1996,Jason Alexander,English
88,88.0,4864.0,3.107627467105264,Penelope Spheeris,Comedy,1996,Chris Farley,English
89,89.0,3247.0,3.139821373575608,John Badham,Action,1995,Johnny Depp,English
90,90.0,214.0,3.3574766355140184,John Duigan,Drama,1995,Jason Patric,English
92,92.0,2303.0,2.8541033434650456,Stephen Frears,Drama,1996,Julia Roberts,English
93,93.0,1966.0,2.5287385554425232,Wes Craven,Comedy,1995,Eddie Murphy,English
94,94.0,4030.0,3.5269230769230764,Ted Demme,Comedy,1996,Matt Dillon,English
95,95.0,22104.0,3.0946435034382915,John Woo,Action,1996,John Travolta,English
96,96.0,483.0,3.68737060041408,Kenneth Branagh,Comedy,1995,Richard Briers,English
97,97.0,1963.0,3.996434029546613,Mathieu Kassovitz,Crime,1995,Vincent Cassel,French
98,98.0,81.0,2.4876543209876543,Paul W.S. Anderson,Action,1994,Sadie Frost,English
99,99.0,726.0,3.105371900826446,Nick Broomfield,Documentary,1995,Nick Broomfield,English
100,100.0,4115.0,3.22138517618469,Harold Becker,Drama,1996,Al Pacino,English
101,101.0,4298.0,3.786295951605398,Wes Anderson,Comedy,1996,Luke Wilson,English
102,102.0,1992.0,2.4294678714859437,Nick Castle,Comedy,1996,Ellen DeGeneres,English
103,103.0,1133.0,3.2691968225948806,John Dahl,Drama,1996,Ray Liotta,English
104,104.0,17915.0,3.4170806586659226,Dennis Dugan,Comedy,1996,Adam Sandler,English
105,105.0,9620.0,3.3262993762993767,Clint Eastwood,Drama,1995,Clint Eastwood,English
106,106.0,134.0,3.4440298507462686,Doris Dörrie,Comedy,1994,Maria Schrader,German
107,107.0,6376.0,3.2153387703889584,Brian Henson,Action,1996,Tim Curry,English
108,108.0,125.0,3.092,Robert Leacock,Documentary,1995,Christy Turlington,English
109,109.0,16.0,2.0625,James Bruce,Comedy,1995,Raymond J. Barry,English
110,110.0,53769.0,4.042533802004873,Mel Gibson,Biography,1995,James Robinson,English
111,111.0,24481.0,4.110575548384461,Martin Scorsese,Crime,1976,Diahnne Abbott,English
112,112.0,11890.0,3.4125735912531536,Stanley Tong,Action,1995,Jackie Chan,Cantonese
113,113.0,1089.0,3.1092745638200183,Barbet Schroeder,Crime,1996,Meryl Streep,English
114,114.0,247.0,3.619433198380567,Mort Ransen,Drama,1995,Helena Bonham Carter,English
115,115.0,38.0,3.4078947368421053,Étienne Chatiliez,Comedy,1995,Michel Serrault,French
116,116.0,949.0,3.9373024236037937,Jon Blair,Documentary,1995,Kenneth Branagh,English
117,117.0,1264.0,3.589398734177215,Benjamin Ross,Crime,1995,Tobias Arnold,English
118,118.0,1136.0,3.0110035211267605,Eric Schaeffer,Comedy,1996,Sarah Jessica Parker,English
119,119.0,264.0,2.772727272727273,Andrew Davis,Comedy,1995,Andy Garcia,English
120,120.0,147.0,2.8809523809523814,Charles T. Kanganis,Adventure,1996,Halle Berry,English
121,121.0,837.0,3.753285543608124,John N. Smith,Drama,1992,Henry Czerny,English
122,122.0,3888.0,2.8676697530864197,Reginald Hudlin,Comedy,1992,Eddie Murphy,English
123,123.0,2309.0,3.969250757903856,Kar-Wai Wong,Comedy,1994,Brigitte Lin,Cantonese
124,124.0,319.0,3.4984326018808782,Giuseppe Tornatore,Drama,1995,Sergio Castellitto,Italian
125,125.0,3518.0,3.755685048322911,David O. Russell,Comedy,1996,Ben Stiller,English
126,126.0,1376.0,2.312136627906977,Peter MacDonald,Adventure,1994,Jason James Richter,English
127,127.0,41.0,3.2560975609756087,Moufida Tlatli,Drama,1994,Amel Hedhili,Arabic
128,128.0,75.0,3.5,Michel Negroponte,Documentary,1995,Maggie Cogan,English
129,129.0,190.0,3.163157894736842,Bryan Gordon,Comedy,1995,Josh Charles,English
130,130.0,39.0,3.1153846153846154,Rebecca Miller,Drama,1995,Miranda Rhyne,English
131,131.0,194.0,3.2912371134020617,Michael Lindsay-Hogg,Drama,1995,Corban Walker,English
132,132.0,2123.0,2.773198304286387,William Friedkin,Crime,1995,David Caruso,English
133,133.0,19.0,2.6052631578947367,Ángel Muñiz,Comedy,1995,Luisito Martí,Spanish
134,134.0,36.0,3.6527777777777777,Craig Baldwin,Documentary,1995,Lloyd Dunn,English
135,135.0,6305.0,2.9980174464710547,David S. Ward,Comedy,1996,Kelsey Grammer,English
136,136.0,102.0,3.5490196078431366,Mark Rappaport,Documentary,1995,Mary Beth Hurt,English
137,137.0,226.0,3.285398230088496,Dirk Shafer,Comedy,1995,Vivian Paxton,English
138,138.0,137.0,3.2846715328467155,Terence Davies,Drama,1995,Jacob Tierney,English
139,139.0,41.0,3.0731707317073167,Sandip Ray,Drama,1995,Mohan Agashe,Hindi
140,140.0,5073.0,3.2938103686181748,Jon Avnet,Drama,1996,Robert Redford,English
141,141.0,22020.0,3.5122161671207994,Mike Nichols,Comedy,1996,Robin Williams,English
142,142.0,41.0,3.0609756097560976,Jerzy Kaszubowski,Drama,1988,Zygmunt Bielawski,Polish
143,143.0,14.0,2.142857142857143,Jakov Sedlar,Drama,1995,Martin Sheen,Serbo-Croatian
144,144.0,4505.0,3.4771365149833517,Edward Burns,Comedy,1995,Shari Albert,English
145,145.0,11975.0,3.2507724425887266,Michael Bay,Action,1995,Lisa Boyle,English
146,146.0,580.0,2.9120689655172414,Christopher Cain,Adventure,1995,Stephen Lang,English
147,147.0,4118.0,3.5829286061194754,Scott Kalvert,Biography,1995,Leonardo DiCaprio,English
148,148.0,357.0,2.8893557422969187,Mike Newell,Comedy,1995,Alan Rickman,English
149,149.0,1091.0,3.6943171402383133,Hal Hartley,Comedy,1994,Isabelle Huppert,English
150,150.0,47777.0,3.8685978608954095,Ron Howard,Adventure,1995,Tom Hanks,English
151,151.0,12616.0,3.5390377298668367,Michael Caton-Jones,Adventure,1995,Liam Neeson,English
152,152.0,651.0,3.1044546850998462,Abel Ferrara,Horror,1995,Lili Taylor,English
153,153.0,32867.0,2.894727234003712,Joel Schumacher,Action,1995,Val Kilmer,English
154,154.0,3010.0,3.8019933554817285,Luis Buñuel,Drama,1967,Catherine Deneuve,French
155,155.0,1276.0,3.407915360501568,John Boorman,Action,1995,Patricia Arquette,English
156,156.0,1663.0,3.5279615153337343,Paul Auster,Comedy,1995,Lou Reed,English
157,157.0,2596.0,2.7846687211093992,Michael Moore,Comedy,1995,John Candy,English
158,158.0,12625.0,2.932,Brad Silberling,Comedy,1995,Chauncey Leopardi,English
159,159.0,2366.0,3.4169484361792053,Spike Lee,Crime,1995,Harvey Keitel,English
160,160.0,14965.0,2.6047444036084197,Frank Marshall,Action,1995,Laura Linney,English
161,161.0,23628.0,3.744201794481124,Tony Scott,Action,1995,Denzel Washington,English
162,162.0,5995.0,4.009924937447873,Terry Zwigoff,Documentary,1994,Robert Crumb,English
163,163.0,14321.0,3.4453948746595917,Robert Rodriguez,Action,1995,Antonio Banderas,English
164,164.0,4435.0,3.46358511837655,Carl Franklin,Crime,1995,Denzel Washington,English
165,165.0,33940.0,3.489024749558044,John McTiernan,Action,1995,Bruce Willis,English
166,166.0,650.0,2.787692307692308,Gregg Araki,Comedy,1995,James Duval,English
167,167.0,79.0,3.1645569620253164,Christopher Menaul,Crime,1995,Embeth Davidtz,English
168,168.0,12084.0,3.084698775239987,Jerry Zucker,Action,1995,Sean Connery,English
169,169.0,3358.0,2.283650982727814,Dwight H. Little,Adventure,1995,Jason James Richter,English
170,170.0,7875.0,3.1975873015873018,Iain Softley,Comedy,1995,Jonny Lee Miller,English
171,171.0,1427.0,3.603013314646111,Christopher Ashley,Comedy,1995,Steven Weber,English
172,172.0,12706.0,2.7326066425310875,Robert Longo,Action,1995,Keanu Reeves,English
173,173.0,14993.0,2.5382845327819648,Danny Cannon,Action,1995,Sylvester Stallone,English
174,174.0,2124.0,2.455979284369115,John Fortenberry,Comedy,1995,Pauly Shore,English
175,175.0,4801.0,3.5076025827952515,Larry Clark,Drama,1995,Leo Fitzpatrick,English
176,176.0,2363.0,3.8546339399068974,Tom DiCillo,Comedy,1995,Steve Buscemi,English
177,177.0,2314.0,2.8859118409680207,Clive Barker,Horror,1995,Scott Bakula,English
178,178.0,500.0,3.388,Denys Arcand,Drama,1993,Thomas Gibson,English
179,179.0,1229.0,2.7506102522375917,Antonia Bird,Drama,1995,Chris O'Donnell,English
180,180.0,8400.0,3.5872619047619048,Kevin Smith,Comedy,1995,Shannen Doherty,English
181,181.0,2655.0,1.9290018832391715,Bryan Spicer,Action,1995,Karan Ashley,English
182,182.0,697.0,3.091822094691535,David Anspaugh,Comedy,1995,Elizabeth Perkins,English
183,183.0,614.0,3.3648208469055376,Anthony Waller,Crime,1995,Marina Zudina,English
184,184.0,328.0,3.1036585365853657,Michael Almereyda,Drama,1994,Elina Löwensohn,English
185,185.0,24618.0,3.1104273295962304,Irwin Winkler,Action,1995,Sandra Bullock,English
186,186.0,11222.0,2.8917305293174125,Chris Columbus,Comedy,1995,Hugh Grant,English
187,187.0,943.0,3.4512195121951224,Daisy von Scherler Mayer,Comedy,1995,Parker Posey,English
188,188.0,2498.0,3.3424739791833464,Gregory Widen,Action,1995,Christopher Walken,English
189,189.0,336.0,3.0014880952380962,Norman René,Comedy,1995,Mia Farrow,English
190,190.0,960.0,3.566145833333333,Todd Haynes,Drama,1995,Julianne Moore,English
191,191.0,1664.0,2.676081730769231,Roland Joffé,Drama,1995,Demi Moore,English
192,192.0,81.0,3.0246913580246915,Brian Robbins,Documentary,1995,Afrika Bambaataa,English
193,193.0,7464.0,2.2340568060021435,Paul Verhoeven,Drama,1995,Elizabeth Berkley,English
194,194.0,5937.0,3.84967155128853,Wayne Wang,Comedy,1995,Giancarlo Esposito,English
195,195.0,3242.0,3.0894509561998764,Lasse Hallström,Comedy,1995,Julia Roberts,English
196,196.0,13628.0,2.8502714998532435,Roger Donaldson,Action,1995,Ben Kingsley,English
197,197.0,110.0,3.0681818181818183,James Keach,Drama,1995,Robert Duvall,English
198,198.0,9143.0,3.4170950453899165,Kathryn Bigelow,Action,1995,Ralph Fiennes,English
199,199.0,1516.0,3.783641160949868,Jacques Demy,Drama,1964,Catherine Deneuve,French
200,200.0,339.0,2.836283185840708,Wesley Strick,Crime,1995,Daryl Hannah,English
201,201.0,365.0,3.0273972602739727,Martha Coolidge,Drama,1995,Patrick Swayze,English
202,202.0,389.0,2.9832904884318765,Agnieszka Holland,Biography,1995,Leonardo DiCaprio,English
203,203.0,5429.0,3.1474488856142937,Beeban Kidron,Comedy,1995,Wesley Snipes,English
204,204.0,8335.0,2.949130173965207,Geoff Murphy,Action,1995,Steven Seagal,English
205,205.0,1355.0,3.5158671586715866,Diane Keaton,Comedy,1995,Andie MacDowell,English
206,206.0,1038.0,3.4783236994219653,Douglas Keeve,Documentary,1995,Roseanne Barr,English
207,207.0,5414.0,3.3715367565570737,Alfonso Arau,Drama,1995,Keanu Reeves,English
208,208.0,27775.0,2.852097209720972,Kevin Reynolds,Action,1995,Kevin Costner,English
209,209.0,745.0,2.8355704697986583,Desmond Nakano,Drama,1995,John Travolta,English
210,210.0,482.0,2.8890041493775933,Walter Hill,Action,1995,Jeff Bridges,English
211,211.0,579.0,3.5958549222797926,Mike Figgis,Drama,1994,Albert Finney,English
212,212.0,447.0,2.5782997762863533,Greg Beeman,Adventure,1995,Daniel Stern,English
213,213.0,1872.0,4.038461538461538,Nikita Mikhalkov,Drama,1994,Oleg Menshikov,Russian
214,214.0,942.0,4.04723991507431,Milcho Manchevski,Drama,1994,Grégoire Colin,Macedonian
215,215.0,5348.0,3.8389117427075536,Richard Linklater,Drama,1995,Ethan Hawke,English
216,216.0,8547.0,3.2602082602082603,Tamra Davis,Comedy,1995,Adam Sandler,English
217,217.0,1014.0,2.7302761341222883,Guy Ferland,Drama,1995,Alicia Silverstone,English
218,218.0,4248.0,3.2934322033898304,Herbert Ross,Comedy,1995,Whoopi Goldberg,English
219,219.0,633.0,3.6248025276461298,Peter Horton,Drama,1995,Brad Renfro,English
220,220.0,275.0,2.4018181818181814,Stuart Gordon,Drama,1995,Jeffrey Combs,English
221,222.0,5968.0,3.537198391420912,Pat O'Connor,Drama,1995,Chris O'Donnell,English
222,223.0,23695.0,3.869550538088205,Kevin Smith,Comedy,1994,Brian O'Halloran,English
223,224.0,8581.0,3.4445868779862487,Jeremy Leven,Comedy,1994,Marlon Brando,English
224,225.0,12662.0,3.2883035855315117,Barry Levinson,Drama,1994,Michael Douglas,English
225,226.0,43.0,2.8372093023255816,René Bonnière,Thriller,1995,Patsy Kensit,English
226,227.0,4640.0,3.06875,John Badham,Action,1994,Wesley Snipes,English
227,228.0,475.0,2.6873684210526316,Jack Baran,Crime,1995,Dylan McDermott,English
228,229.0,2428.0,3.562808896210873,Roman Polanski,Drama,1994,Sigourney Weaver,English
229,230.0,7284.0,3.5911587040087865,Taylor Hackford,Crime,1995,Kathy Bates,English
230,231.0,32085.0,2.9524700015583605,Peter Farrelly,Comedy,1994,Jim Carrey,English
231,232.0,6150.0,4.0356097560975615,Ang Lee,Comedy,1994,Sihung Lung,Mandarin
232,233.0,3478.0,3.523720529039678,Atom Egoyan,Drama,1994,Bruce Greenwood,English
233,234.0,3269.0,2.679718568369532,Garry Marshall,Comedy,1994,Dana Delany,English
234,235.0,16419.0,3.6636518667397526,Tim Burton,Biography,1994,Johnny Depp,English
235,236.0,12215.0,3.3153499795333605,Lawrence Kasdan,Comedy,1995,Meg Ryan,English
236,237.0,6422.0,3.22454064154469,Billy Crystal,Comedy,1995,Billy Crystal,English
237,238.0,834.0,3.1690647482014387,Phillip Borsos,Adventure,1995,Mimi Rogers,English
238,239.0,3178.0,3.0547514159848963,Kevin Lima,Animation,1995,Bill Farmer,English
239,240.0,837.0,2.909796893667861,Brett Leonard,Fantasy,1995,Jeff Goldblum,English
240,241.0,562.0,3.0320284697508897,Carlo Carlei,Drama,1995,Samuel L. Jackson,English
241,242.0,1076.0,3.386617100371747,Gérard Corbiau,Biography,1994,Stefano Dionisi,French
242,243.0,439.0,2.5307517084282463,Mark Lewis,Comedy,1995,Doug Stone,English
243,244.0,285.0,2.380701754385965,Art Clokey,Animation,1995,Dal McKennon,English
244,245.0,255.0,2.976470588235294,Charles Burnett,Crime,1994,Erich Anderson,English
245,246.0,10432.0,4.042896855828221,Steve James,Documentary,1994,William Gates,English
246,247.0,7681.0,3.840450462179404,Peter Jackson,Biography,1994,Melanie Lynskey,English
247,248.0,3161.0,3.0256248022777603,Randall Miller,Comedy,1995,Sinbad,English
248,249.0,4950.0,3.682121212121212,Bernard Rose,Biography,1994,Gary Oldman,English
249,250.0,892.0,2.9854260089686098,Steven Brill,Comedy,1995,David Goldman,English
250,251.0,388.0,3.0502577319587627,J.F. Lawton,Action,1995,Christopher Lambert,English
251,252.0,10074.0,3.2227020051618025,Fred Schepisi,Comedy,1994,Tim Robbins,English
252,253.0,27568.0,3.4966446604759143,Neil Jordan,Drama,1994,Brad Pitt,English
253,254.0,629.0,2.8934817170111287,James Ivory,Biography,1995,Nick Nolte,English
254,255.0,1081.0,2.287696577243293,James Melkonian,Comedy,1995,John G. Brennan,English
255,256.0,9890.0,2.7282103134479274,Ivan Reitman,Comedy,1994,Arnold Schwarzenegger,English
256,257.0,3811.0,3.412883757543952,Arne Glimcher,Action,1995,Sean Connery,English
257,258.0,1710.0,2.6467836257309942,Michael Gottlieb,Adventure,1995,Thomas Ian Nicholas,English
258,259.0,1996.0,3.0756513026052104,Barbet Schroeder,Action,1995,David Caruso,English
259,260.0,54502.0,4.190671901948551,George Lucas,Action,1977,Mark Hamill,English
260,261.0,10367.0,3.6289186842866794,Gillian Armstrong,Drama,1994,Winona Ryder,English
261,262.0,4217.0,3.776025610623666,Alfonso Cuarón,Drama,1995,Liesel Matthews,English
262,263.0,395.0,3.731645569620253,Ken Loach,Drama,1994,Crissy Rock,English
263,264.0,159.0,3.3459119496855347,Claude Chabrol,Crime,1994,Emmanuelle Béart,French
264,265.0,11975.0,3.9272651356993737,Alfonso Arau,Drama,1992,Marco Leonardi,Spanish
265,266.0,16171.0,3.4962587347721232,Edward Zwick,Drama,1994,Brad Pitt,English
266,267.0,3792.0,2.878428270042194,Nick Castle,Adventure,1995,Damon Wayans,English
267,268.0,728.0,3.3070054945054945,James Gray,Crime,1994,Tim Roth,English
268,269.0,600.0,3.4775,Allison Anders,Crime,1993,Angel Aviles,English
269,270.0,1315.0,3.1737642585551336,Glenn Gordon Caron,Comedy,1994,Warren Beatty,English
270,271.0,1257.0,3.3305489260143197,Stephen Gyllenhaal,Drama,1995,Jessica Lange,English
271,272.0,7871.0,3.751746919070004,Nicholas Hytner,Biography,1994,Rupert Graves,English
272,273.0,7424.0,3.1350350215517238,Kenneth Branagh,Drama,1994,Robert De Niro,English
273,274.0,1181.0,2.8712955122777317,James Orr,Comedy,1995,Chevy Chase,English
274,275.0,1564.0,2.7247442455242967,Nora Ephron,Comedy,1994,Steve Martin,English
275,276.0,5459.0,2.986261220003663,Richard Benjamin,Comedy,1994,Melanie Griffith,English
276,277.0,9140.0,3.42335886214442,Les Mayfield,Family,1994,Richard Attenborough,English
277,278.0,1157.0,3.0216076058772687,David Frankel,Comedy,1995,Sarah Jessica Parker,English
278,279.0,936.0,3.699786324786325,Gregory Nava,Drama,1995,Edward James Olmos,English
279,280.0,5104.0,3.725705329153605,Marc Rocco,Drama,1995,Christian Slater,English
280,281.0,3936.0,3.6704776422764236,Robert Benton,Comedy,1994,Paul Newman,English
281,282.0,11249.0,3.420970752955818,Michael Apted,Drama,1994,Jodie Foster,English
282,283.0,232.0,3.0797413793103448,Nick Gomez,Crime,1995,Shar-Ron Corley,English
283,284.0,36.0,2.888888888888889,Tôru Murakawa,Action,1993,Tôru Nakamura,English
284,285.0,86.0,2.331395348837209,Vadim Jean,Comedy,1994,Craig Fairbrass,English
285,286.0,109.0,2.041284403669725,Albert Pyun,Action,1995,Sue Price,English
286,287.0,329.0,3.2446808510638303,Alan Jacobs,Comedy,1994,Laura San Giacomo,English
287,288.0,23610.0,3.230347310461669,Oliver Stone,Crime,1994,Woody Harrelson,English
288,289.0,3192.0,3.3460213032581447,Norman Jewison,Comedy,1994,Marisa Tomei,English
289,290.0,4042.0,3.995299356754082,Lee Tamahori,Crime,1994,Rena Owen,English
290,291.0,656.0,2.2766768292682933,Anne Goursaud,Drama,1996,Alyssa Milano,English
291,292.0,26246.0,3.414367903680561,Wolfgang Petersen,Action,1995,Dustin Hoffman,English
292,293.0,25804.0,4.050573554487676,Luc Besson,Action,1994,Jean Reno,English
293,294.0,851.0,3.1762632197414806,Mira Nair,Comedy,1995,Marisa Tomei,English
294,295.0,469.0,2.797441364605544,Joshua Brand,Comedy,1995,William Baldwin,English
295,296.0,67310.0,4.174231169217055,Quentin Tarantino,Crime,1994,Tim Roth,English
296,297.0,266.0,3.1146616541353382,Mario Van Peebles,Drama,1995,Kadeem Hardison,English
297,298.0,244.0,3.5040983606557377,Ang Lee,Comedy,1991,Sihung Lung,Mandarin
298,299.0,2626.0,3.728865194211728,Antonia Bird,Drama,1994,Linus Roache,English
299,300.0,20601.0,3.6666909373331382,Robert Redford,Biography,1994,John Turturro,English
300,301.0,469.0,3.5277185501066097,Kayo Hatta,Drama,1994,Yûki Kudô,English
301,302.0,1564.0,3.75,Patrice Chéreau,Biography,1994,Isabelle Adjani,French
302,303.0,6945.0,3.0401727861771057,Sam Raimi,Action,1995,Sharon Stone,English
303,304.0,724.0,3.1988950276243093,Peter Yates,Comedy,1995,Peter Falk,English
304,305.0,3429.0,2.7060367454068244,Robert Altman,Comedy,1994,Marcello Mastroianni,English
305,306.0,7252.0,4.089561500275786,Krzysztof Kieslowski,Drama,1994,Irène Jacob,French
